step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
309,CASH_OUT,62899.69,C2129184099,0.0,0.0,C704641545,130238.25,193137.95,0,0
517,TRANSFER,4993938.87,C86350927,4993938.87,0.0,C1577873680,0.0,0.0,1,0
182,CASH_OUT,111620.84,C914025270,0.0,0.0,C1927715837,1026564.54,1138185.39,0,0
211,CASH_OUT,44144.38,C1415583136,31855.0,0.0,C216007976,39928.0,0.0,0,0
234,CASH_OUT,159131.3,C1977719506,14989.0,0.0,C75699146,169332.78,328464.08,0,0
606,CASH_OUT,6575903.12,C178762168,6575903.12,0.0,C1955341893,332252.21,6908155.33,1,0
212,CASH_OUT,416551.64,C112427682,0.0,0.0,C1234389458,3334549.64,3751101.28,0,0
400,CASH_OUT,42845.99,C802127651,0.0,0.0,C2085863170,182454.31,225300.31,0,0
158,CASH_OUT,88156.93,C1962305831,0.0,0.0,C1655740002,108413.93,196570.85,0,0
553,TRANSFER,151105.97,C645970717,151105.97,0.0,C10677720,0.0,0.0,1,0
163,CASH_OUT,109246.57,C1617357512,0.0,0.0,C1646786583,6242706.04,6351952.61,0,0
9,CASH_OUT,30578.53,C1580398515,0.0,0.0,C1268928006,41610.0,0.0,0,0
395,CASH_OUT,151565.67,C981666694,49388.0,0.0,C1085757956,1037930.46,1189496.14,0,0
464,CASH_OUT,1219062.64,C1256913473,1219062.64,0.0,C967785353,278750.5,1497813.13,1,0
356,CASH_OUT,52593.11,C2025667388,10896.0,0.0,C1261598560,75649.93,128243.04,0,0
383,TRANSFER,589610.16,C1147187880,0.0,0.0,C643581004,3171944.57,3761554.74,0,0
681,CASH_OUT,273739.1,C1684154136,0.0,0.0,C1939980574,357556.17,631295.27,0,0
258,CASH_OUT,31630.77,C301471470,108642.0,77011.23,C1336226879,330293.17,361923.94,0,0
308,CASH_OUT,58378.96,C2566863,0.0,0.0,C150932932,151036.95,209415.91,0,0
276,TRANSFER,217043.54,C1064952412,0.0,0.0,C1261055947,2716702.42,2933745.97,0,0
274,CASH_OUT,155093.77,C1949580269,0.0,0.0,C150655460,1930243.78,2085337.55,0,0
369,CASH_OUT,66533.11,C1916881046,0.0,0.0,C4777036,846212.8,912745.91,0,0
475,TRANSFER,20111.45,C644302607,20111.45,0.0,C457206167,0.0,0.0,1,0
20,TRANSFER,731552.12,C978767008,0.0,0.0,C95423842,1006947.73,1738499.84,0,0
35,CASH_OUT,75640.02,C1760338063,60945.0,0.0,C1325541393,4139143.06,4214783.08,0,0
204,CASH_OUT,250499.55,C443241232,15.0,0.0,C1855256648,0.0,250499.55,0,0
140,CASH_OUT,37371.69,C1987421583,364.0,0.0,C1251275073,258261.33,295633.03,0,0
504,TRANSFER,138048.52,C1877863116,138048.52,0.0,C1533281477,0.0,0.0,1,0
686,TRANSFER,92103.87,C51801022,20430.0,0.0,C640143794,106589.59,198693.46,0,0
284,TRANSFER,7320.94,C526709226,0.0,0.0,C1966895251,2197988.45,2205309.39,0,0
19,CASH_OUT,84995.55,C873601178,0.0,0.0,C254720071,1431416.07,1678179.32,0,0
328,CASH_OUT,45173.87,C220542209,529988.0,484814.13,C1468190507,1787981.27,1833155.14,0,0
140,CASH_OUT,159584.99,C2006839654,0.0,0.0,C2013846199,3393398.92,3552983.92,0,0
158,CASH_OUT,241966.46,C1855979397,0.0,0.0,C1574414500,272025.29,513991.76,0,0
34,CASH_OUT,206891.2,C700377866,205011.0,0.0,C815125169,446363.09,1925128.06,0,0
17,CASH_OUT,298218.74,C1645557919,64615.69,0.0,C1960773376,154282.04,473819.52,0,0
354,CASH_OUT,165968.29,C1263441437,203705.0,37736.71,C168922946,0.0,47108.65,0,0
407,TRANSFER,1891916.69,C239482282,0.0,0.0,C289363784,3882813.82,5774730.51,0,0
163,TRANSFER,282924.08,C1818565449,0.0,0.0,C2131929782,2582527.4,2865451.48,0,0
351,CASH_OUT,63.8,C1861878353,63.8,0.0,C958479953,0.0,63.8,1,0
332,TRANSFER,111486.39,C745727261,0.0,0.0,C1435919144,669594.55,781080.95,0,0
203,TRANSFER,1001380.6,C394520220,0.0,0.0,C2121810802,1319750.69,2321131.29,0,0
226,TRANSFER,82869.09,C712970415,82869.09,0.0,C590051909,0.0,0.0,1,0
305,CASH_OUT,233047.07,C15471646,0.0,0.0,C1439241408,368654.4,601701.47,0,0
135,CASH_OUT,319064.87,C1540850007,11887.0,0.0,C1854403726,60910.57,379975.43,0,0
395,CASH_OUT,185257.23,C468945659,9038.0,0.0,C1643388641,16813.03,202070.26,0,0
40,TRANSFER,353418.69,C590089259,0.0,0.0,C2072163288,449089.52,802508.21,0,0
39,CASH_OUT,1072.66,C282425660,0.0,0.0,C2104859455,239306.92,240379.58,0,0
370,CASH_OUT,68541.71,C706235748,101356.0,32814.29,C1357410988,136763.87,205305.57,0,0
276,CASH_OUT,422432.12,C1725208057,0.0,0.0,C619732445,913043.19,1335475.31,0,0
232,CASH_OUT,71495.79,C480051950,0.0,0.0,C2075084503,139143.56,210639.35,0,0
48,CASH_OUT,151906.97,C1950684667,0.0,0.0,C66016182,3200004.59,3351911.56,0,0
582,CASH_OUT,1270565.77,C1599110470,1270565.77,0.0,C1024005530,216005.04,1486570.81,1,0
332,CASH_OUT,30080.64,C2047215181,20517.0,0.0,C843115845,1102498.57,1132579.21,0,0
18,CASH_OUT,234767.51,C1468257723,12589.0,0.0,C1411677664,264738.07,499505.57,0,0
276,TRANSFER,16344175.86,C975455989,0.0,0.0,C1341315054,21300111.6,37644287.46,0,0
208,CASH_OUT,291519.84,C485214392,0.0,0.0,C1138105020,0.0,291519.84,1,0
208,TRANSFER,131261.23,C1583495831,131261.23,0.0,C1452204063,0.0,0.0,1,0
180,CASH_OUT,273117.49,C196016205,0.0,0.0,C891031090,519717.65,792835.14,0,0
233,CASH_OUT,98859.36,C400350125,45483.0,0.0,C849559082,0.0,98859.36,0,0
215,CASH_OUT,52403.71,C1118797832,0.0,0.0,C877021596,77145.33,129549.04,0,0
175,CASH_OUT,895565.06,C763112814,895565.06,0.0,C1338000505,100335.14,995900.2,1,0
188,CASH_OUT,32307.92,C655977722,0.0,0.0,C195960084,1773024.94,1805332.86,0,0
211,CASH_OUT,270865.41,C1526035070,21751.0,0.0,C1865646259,0.0,270865.41,0,0
281,CASH_OUT,189309.86,C120013949,2354.0,0.0,C374179399,0.0,189309.86,0,0
380,TRANSFER,1271153.22,C1867806996,0.0,0.0,C857282427,2607219.38,3878372.6,0,0
324,CASH_OUT,9248.43,C1961124794,2170.0,0.0,C296149357,1734253.72,1743502.16,0,0
186,CASH_OUT,34280.53,C1158974186,0.0,0.0,C1169612410,44359.66,78640.19,0,0
188,CASH_OUT,237056.58,C2145249296,0.0,0.0,C357331353,1003116.77,1240173.36,0,0
204,CASH_OUT,151909.11,C1543375144,0.0,0.0,C331748788,2437876.13,2589785.24,0,0
135,CASH_OUT,485702.18,C1874352185,0.0,0.0,C1054771725,2410054.93,2895757.11,0,0
155,CASH_OUT,114494.3,C1537818791,642.0,0.0,C1889444206,0.0,114494.3,0,0
187,CASH_OUT,75607.12,C1244018212,0.0,0.0,C178737853,420511.68,496118.79,0,0
19,CASH_OUT,603.61,C1834481665,0.0,0.0,C719358509,335375.41,335979.02,0,0
153,CASH_OUT,107624.52,C2070669675,0.0,0.0,C1439651415,111831.27,219455.79,0,0
263,CASH_OUT,7702.75,C1603192867,0.0,0.0,C1720134755,207053.18,214755.93,0,0
234,CASH_OUT,243114.06,C1121247236,0.0,0.0,C1431673044,2864072.85,3107186.91,0,0
299,CASH_OUT,61501.02,C1118421355,21232.0,0.0,C2119984958,0.0,61501.02,0,0
404,CASH_OUT,356655.87,C1993692228,51270.0,0.0,C383743852,0.0,356655.87,0,0
283,CASH_OUT,110627.96,C1273464215,0.0,0.0,C181158675,2471104.02,2581731.98,0,0
258,CASH_OUT,69558.77,C1501165283,0.0,0.0,C1675524989,6996372.37,7065931.14,0,0
522,TRANSFER,50442.35,C179306535,15642.0,0.0,C1615368787,0.0,50442.35,0,0
375,CASH_OUT,19713.34,C1052372122,198447.0,178733.66,C1067307477,1367213.18,1386926.52,0,0
38,CASH_OUT,360688.3,C62190783,360688.3,0.0,C1187610031,0.0,360688.3,1,0
294,TRANSFER,3731378.32,C1811823904,3731378.32,0.0,C1784541207,0.0,0.0,1,0
21,CASH_OUT,192032.82,C73928465,0.0,0.0,C5828863,318359.43,510392.25,0,0
323,TRANSFER,137381.99,C1847703002,20670.0,0.0,C1436291694,0.0,137381.99,0,0
179,CASH_OUT,237000.72,C1588381390,26173.0,0.0,C425298744,5043107.52,5280108.24,0,0
355,CASH_OUT,191535.74,C1383340083,37850.0,0.0,C1306439078,4836476.58,5028012.32,0,0
284,CASH_OUT,120899.72,C2045526866,0.0,0.0,C17236923,6374711.36,6495611.08,0,0
631,TRANSFER,3120690.98,C681359586,3120690.98,0.0,C536531552,0.0,0.0,1,0
405,TRANSFER,855132.99,C1851266317,0.0,0.0,C114012090,5154101.75,6009234.74,0,0
349,CASH_OUT,414573.9,C337797565,137467.0,0.0,C1071362505,239713.4,654287.3,0,0
518,TRANSFER,318420.75,C1828889844,60962.0,0.0,C57857377,0.0,318420.75,0,0
357,CASH_OUT,56296.06,C361404123,0.0,0.0,C629568649,816748.59,873044.65,0,0
352,CASH_OUT,207127.87,C943460523,182675.0,0.0,C2053046169,162029.66,369157.53,0,0
377,CASH_OUT,45803.4,C1474961713,0.0,0.0,C1233858653,3103064.0,3377315.14,0,0
42,CASH_OUT,569678.32,C823296483,140444.0,0.0,C908755019,147371.22,717049.54,0,0
526,TRANSFER,319883.28,C1346194314,319883.28,0.0,C2046261868,0.0,0.0,1,0
260,CASH_OUT,296977.69,C1809361448,296977.69,0.0,C1711814991,250713.43,547691.11,1,0
226,CASH_OUT,99260.99,C426607768,0.0,0.0,C39265038,878695.06,977956.05,0,0
164,CASH_OUT,119507.75,C290780514,50164.0,0.0,C1133001090,195982.76,315490.51,0,0
131,CASH_OUT,118134.7,C127487092,51021.0,0.0,C870563118,981616.9,1099751.6,0,0
544,TRANSFER,472107.16,C530510497,0.0,0.0,C163316681,1188564.93,1660672.09,0,0
340,TRANSFER,4896179.38,C1482401390,4896179.38,0.0,C1010534882,0.0,0.0,1,0
147,TRANSFER,572615.85,C19505584,0.0,0.0,C1844288792,735015.63,1307631.48,0,0
330,TRANSFER,1505065.1,C1332354032,0.0,0.0,C255519047,2640194.5,4145259.59,0,0
404,TRANSFER,536433.5,C1801812624,536433.5,0.0,C1460398355,0.0,0.0,1,0
71,TRANSFER,2949339.09,C866984681,2949339.09,0.0,C1857536723,0.0,0.0,1,0
135,CASH_OUT,100273.13,C1967330006,252837.05,152563.91,C1549467220,755301.26,855574.4,0,0
16,TRANSFER,409011.48,C120616412,16041.0,0.0,C1172814480,2337529.26,2746540.73,0,0
277,CASH_OUT,260251.71,C1912742676,0.0,0.0,C1024362196,416073.72,676325.43,0,0
179,TRANSFER,1063510.04,C1073476688,0.0,0.0,C1753128715,1659752.49,2723262.53,0,0
302,CASH_OUT,6918.41,C590583504,7701.52,783.11,C1975339086,460553.83,467472.24,0,0
182,TRANSFER,524448.17,C1534658859,0.0,0.0,C410437994,2139930.38,2270408.64,0,0
285,CASH_OUT,155110.75,C673798518,33626.29,0.0,C1862324369,15219431.43,15374542.18,0,0
476,CASH_OUT,103680.42,C1208795233,5512.0,0.0,C663523313,142933.07,246613.49,0,0
17,CASH_OUT,234158.76,C2024939398,40941.0,0.0,C36301444,0.0,234158.76,0,0
45,CASH_OUT,200400.99,C1555697465,0.0,0.0,C248053654,1757093.86,1957494.85,0,0
163,TRANSFER,190458.15,C1652904045,0.0,0.0,C1413354511,874523.82,1064981.97,0,0
667,CASH_OUT,19795.21,C1729074056,247666.0,227870.79,C1712110727,363839.19,383634.4,0,0
161,CASH_OUT,1336901.11,C148001678,1336901.11,0.0,C1491478238,0.0,1336901.11,1,0
159,CASH_OUT,268823.98,C1914881591,0.0,0.0,C692511699,2122748.82,2391572.8,0,0
330,CASH_OUT,144313.09,C432470605,0.0,0.0,C359011505,292219.42,436532.5,0,0
137,CASH_OUT,120696.19,C1996249770,8560.0,0.0,C1421387836,327467.58,448163.77,0,0
164,CASH_OUT,47251.92,C56389249,2.0,0.0,C1187838968,2011796.13,2059048.05,0,0
157,CASH_OUT,112726.25,C85688816,0.0,0.0,C316714784,147674.45,260400.7,0,0
327,TRANSFER,415785.89,C990820697,415785.89,0.0,C1804765408,0.0,0.0,1,0
686,CASH_OUT,188.13,C556671656,712.0,523.87,C627190872,127156.49,127344.62,0,0
36,CASH_OUT,18604.19,C1208907012,0.0,0.0,C969868329,253774.63,272378.82,0,0
302,CASH_OUT,71201.91,C2020981953,0.0,0.0,C1469186231,3636931.76,3708133.67,0,0
206,CASH_OUT,451217.28,C1999686017,5022.0,0.0,C1006218741,0.0,451217.28,0,0
181,CASH_OUT,430813.9,C2004767229,19948.0,0.0,C216536748,0.0,430813.9,0,0
132,CASH_OUT,80182.69,C70343942,0.0,0.0,C849885681,2597218.63,2677401.33,0,0
155,CASH_OUT,77383.17,C283540173,11470.0,0.0,C484725664,0.0,77383.17,0,0
396,TRANSFER,59996.12,C1938899713,59996.12,0.0,C1743910268,0.0,0.0,1,0
369,CASH_OUT,1674146.06,C128613711,1674146.06,0.0,C1898150915,4728174.27,6402320.34,1,0
15,CASH_OUT,533785.52,C1762029927,0.0,0.0,C2072419584,583796.72,1202190.39,0,0
83,CASH_OUT,286769.07,C1848884000,286769.07,0.0,C376115864,0.0,286769.07,1,0
157,CASH_OUT,43676.36,C996765278,480.0,0.0,C712886736,4697817.03,4741493.4,0,0
250,TRANSFER,156289.19,C981128074,0.0,0.0,C391155132,258703.58,414992.78,0,0
284,CASH_OUT,125099.07,C811821571,144.0,0.0,C314302535,32295.87,157394.94,0,0
164,TRANSFER,531071.65,C1210674809,154292.61,0.0,C1830931362,2457159.33,2988230.98,0,0
298,TRANSFER,4017229.12,C1290803300,77867.0,0.0,C2128046132,0.0,4017229.12,0,0
137,TRANSFER,1706002.25,C211423866,0.0,0.0,C124491713,3465552.58,5171554.83,0,0
301,CASH_OUT,2178.13,C265001175,0.0,0.0,C976619970,35329.15,37507.28,0,0
163,TRANSFER,1143141.82,C1382330553,0.0,0.0,C1926235126,7867250.03,9010391.85,0,0
257,CASH_OUT,240732.86,C527747281,202223.0,0.0,C489429585,449349.48,690082.33,0,0
259,CASH_OUT,97288.93,C1817170306,94828.0,0.0,C1106287434,2305890.46,2403179.39,0,0
475,TRANSFER,876753.11,C1483122432,876753.11,0.0,C1940362937,0.0,0.0,1,0
326,CASH_OUT,101323.16,C465013531,0.0,0.0,C583808447,284964.57,386287.74,0,0
211,CASH_OUT,88880.81,C1943467001,10804.0,0.0,C971230914,3738327.16,3827207.97,0,0
400,CASH_OUT,155131.47,C84027695,0.0,0.0,C889808268,7454950.16,7610081.64,0,0
345,CASH_OUT,153026.31,C359206566,38090.0,0.0,C477141074,158436.32,311462.63,0,0
138,CASH_OUT,191863.2,C2124377741,0.0,0.0,C405918916,3119298.79,3311161.99,0,0
331,CASH_OUT,205229.1,C1927884194,30917.0,0.0,C2007771374,480543.79,685772.9,0,0
93,CASH_OUT,291522.16,C1657551962,0.0,0.0,C306285887,4400501.72,4692023.88,0,0
286,CASH_OUT,229262.96,C1097904484,0.0,0.0,C413637655,2090125.94,2319388.9,0,0
254,CASH_OUT,355040.93,C620746473,100470.0,0.0,C1667012873,6026.32,361067.25,0,0
209,CASH_OUT,281747.06,C1638867601,31070.0,0.0,C858539731,1112031.67,1393778.72,0,0
689,CASH_OUT,49492.39,C442653315,49492.39,0.0,C1646646349,0.0,49492.39,1,0
620,CASH_OUT,18405.16,C1507419598,18405.16,0.0,C579399811,803683.91,822089.07,1,0
301,CASH_OUT,121267.26,C1694366733,250117.23,128849.96,C1482710115,742473.38,863740.65,0,0
322,CASH_OUT,134388.39,C815594922,20414.0,0.0,C1094068743,2864899.58,2999287.97,0,0
44,TRANSFER,18015.58,C990784556,0.0,0.0,C344045477,254029.87,272045.45,0,0
355,TRANSFER,181698.6,C1742880343,140.0,0.0,C2088362299,0.0,181698.6,0,0
393,CASH_OUT,126112.89,C1814084758,22092.0,0.0,C1685504557,2517029.72,2643142.61,0,0
229,TRANSFER,77493.03,C1135984387,21227.0,0.0,C386870084,440837.59,518330.62,0,0
398,CASH_OUT,136167.52,C1126429198,8469.0,0.0,C1497083340,165592.42,301759.94,0,0
26,TRANSFER,78741.64,C1482114822,78741.64,0.0,C2123466960,0.0,0.0,1,0
356,CASH_OUT,139201.99,C480644380,0.0,0.0,C1019159800,863291.88,1002493.87,0,0
186,CASH_OUT,78132.53,C1360771379,6016.0,0.0,C206354562,2421379.51,2499512.04,0,0
355,CASH_OUT,25609.63,C1189348752,84059.0,58449.37,C1568226991,0.0,25609.63,0,0
12,TRANSFER,1041647.06,C345293642,1041647.06,0.0,C937194908,0.0,0.0,1,0
136,CASH_OUT,196007.34,C1199028228,130.0,0.0,C929989730,4353221.59,4741030.3,0,0
307,CASH_OUT,338794.99,C464423502,12856.0,0.0,C1133598482,1387911.15,1726706.13,0,0
208,TRANSFER,669208.39,C1006123242,5738.07,0.0,C1220666663,4522426.74,5191635.13,0,0
299,CASH_OUT,462681.62,C2007967523,21081.0,0.0,C1088678035,0.0,462681.62,0,0
35,CASH_OUT,461744.12,C756399470,0.0,0.0,C131710529,488413.66,950157.78,0,0
241,CASH_OUT,657417.64,C1843566745,657417.64,0.0,C742045843,0.0,657417.64,1,0
19,CASH_OUT,125008.28,C1393734254,0.0,0.0,C1530231635,990800.81,1115809.09,0,0
19,CASH_OUT,223482.86,C489893532,545954.83,322471.97,C1762829176,880357.46,1103840.31,0,0
37,CASH_OUT,170964.46,C1603554917,0.0,0.0,C1379415075,1484287.62,1887881.71,0,0
11,CASH_OUT,197517.77,C2053946861,754673.43,557155.66,C1423550457,201880.0,510028.59,0,0
212,CASH_OUT,209488.87,C893344149,0.0,0.0,C779799548,478410.81,687899.68,0,0
373,CASH_OUT,121040.4,C878840201,144.0,0.0,C1215150942,9709952.31,9830992.71,0,0
381,CASH_OUT,64117.83,C1823171331,0.0,0.0,C338888136,519875.25,583993.08,0,0
206,CASH_OUT,104093.42,C641941840,0.0,0.0,C1012428288,428136.8,532230.22,0,0
330,CASH_OUT,150738.36,C1981718344,0.0,0.0,C281780907,1055645.1,1206383.45,0,0
325,CASH_OUT,175205.07,C1117641092,26202.0,0.0,C575735096,103667.5,278872.57,0,0
302,CASH_OUT,397498.19,C230170923,343.0,0.0,C1102761499,1067951.11,1465449.3,0,0
302,CASH_OUT,287483.5,C1905306759,69458.0,0.0,C1840453957,5149534.22,5437017.73,0,0
45,CASH_OUT,45245.38,C1333118191,15482.74,0.0,C443828822,428752.55,473997.93,0,0
208,CASH_OUT,238054.27,C1190526807,61501.0,0.0,C1227042889,117704.83,355759.1,0,0
190,CASH_OUT,449456.2,C946719615,0.0,0.0,C72737090,2255346.27,2704802.48,0,0
688,CASH_OUT,115001.35,C2080942152,110.0,0.0,C1546639785,0.0,115001.35,0,0
331,TRANSFER,272240.4,C2125530501,0.0,0.0,C1930279049,2712188.23,2984428.63,0,0
297,CASH_OUT,330758.49,C1172286243,22194.0,0.0,C1453372576,3510607.61,3841366.1,0,0
93,CASH_OUT,172014.08,C2092205461,0.0,0.0,C1945127418,645288.41,817302.5,0,0
226,CASH_OUT,37216.11,C715250215,0.0,0.0,C274744092,135570.7,172786.8,0,0
331,TRANSFER,618906.33,C1969477229,0.0,0.0,C1264520444,825894.73,1444801.06,0,0
230,CASH_OUT,196610.88,C617118519,0.0,0.0,C816140268,1679714.48,1876325.36,0,0
12,TRANSFER,967474.13,C50423323,0.0,0.0,C480219438,1367045.97,1646696.04,0,0
380,CASH_OUT,131858.45,C1577147885,0.0,0.0,C1622866657,1594959.83,1726818.29,0,0
227,CASH_OUT,142948.37,C397232277,0.0,0.0,C1992468113,364918.9,507867.27,0,0
282,CASH_OUT,9878.45,C2073658974,5706.07,0.0,C1490067223,217886.05,227764.51,0,0
138,CASH_OUT,64121.02,C1464223840,0.0,0.0,C1179981,1577332.14,1641453.16,0,0
211,CASH_OUT,267809.01,C287222095,0.0,0.0,C1131276166,8727300.98,8995109.99,0,0
155,TRANSFER,796778.21,C795258408,30970.81,0.0,C1134768703,2462797.76,3177185.48,0,0
371,CASH_OUT,166784.17,C1611779808,0.0,0.0,C1108269757,294565.99,461350.17,0,0
168,CASH_OUT,16423.59,C134840357,0.0,0.0,C1686961517,5692548.23,5708971.83,0,0
130,TRANSFER,108589.86,C1365073939,0.0,0.0,C865727492,1715035.32,1823625.19,0,0
402,TRANSFER,178629.22,C1134346209,33860.0,0.0,C123379360,58644.87,237274.09,0,0
156,CASH_OUT,276813.97,C1091766009,0.0,0.0,C574132826,2089587.15,2366401.12,0,0
400,CASH_OUT,37489.42,C1721355250,0.0,0.0,C607380027,213661.25,251150.67,0,0
370,CASH_OUT,26328.48,C1411593755,65553.0,39224.52,C114898893,45960.0,0.0,0,0
379,CASH_OUT,170458.79,C1271225843,0.0,0.0,C1334516123,3801554.35,3972013.14,0,0
161,CASH_OUT,369414.41,C1133941254,27842.0,0.0,C2029859165,0.0,369414.41,0,0
257,CASH_OUT,139190.87,C977253270,0.0,0.0,C1669654213,249077.09,388267.95,0,0
370,CASH_OUT,72024.2,C1821806812,0.0,0.0,C1330102965,2011990.93,2178790.66,0,0
36,TRANSFER,284600.96,C862085258,69702.0,0.0,C1343108348,3440398.66,3724999.62,0,0
226,CASH_OUT,206762.26,C1119326894,160683.0,0.0,C2046351130,77842.11,284604.38,0,0
33,CASH_OUT,249275.9,C139736391,0.0,0.0,C1926366834,1266090.75,1515366.66,0,0
19,TRANSFER,144567.15,C854058060,0.0,0.0,C50060430,318863.5,463430.65,0,0
37,CASH_OUT,429039.92,C592071133,0.0,0.0,C368045526,628315.46,1057355.38,0,0
227,CASH_OUT,137566.44,C1477860356,21022.0,0.0,C591441135,0.0,137566.44,0,0
129,CASH_OUT,155415.15,C2123058862,0.0,0.0,C597926672,1315132.94,1470548.1,0,0
228,CASH_OUT,191600.25,C818886838,0.0,0.0,C619309107,3985879.14,4177479.38,0,0
156,CASH_OUT,15412.97,C34768371,0.0,0.0,C1188229244,1835584.31,1850997.28,0,0
400,CASH_OUT,127399.25,C540464221,0.0,0.0,C1657758486,228528.78,355928.04,0,0
57,CASH_OUT,354441.19,C633069844,354441.19,0.0,C1718989078,452296.45,806737.65,1,0
369,CASH_OUT,135338.49,C794634912,244754.0,109415.51,C510186165,0.0,135338.49,0,0
394,TRANSFER,3108051.36,C858612555,11541.0,0.0,C2068067261,327596.23,3435647.59,0,0
208,CASH_OUT,130141.42,C574242645,171.0,0.0,C1538324200,299445.77,429587.19,0,0
325,CASH_OUT,368516.72,C1530002659,20420.0,0.0,C671156373,0.0,368516.72,0,0
135,CASH_OUT,182156.0,C241037706,0.0,0.0,C1415777232,1590710.42,1772866.41,0,0
523,CASH_OUT,248799.49,C853284926,248799.49,0.0,C1409000148,323143.23,571942.72,1,0
205,CASH_OUT,204886.87,C1919523871,105849.0,0.0,C337759992,244220.6,449107.47,0,0
588,TRANSFER,16619.95,C269855064,16619.95,0.0,C501496280,0.0,0.0,1,0
521,TRANSFER,48734.24,C1051865605,48734.24,0.0,C2005579238,0.0,0.0,1,0
40,CASH_OUT,371026.09,C1535576787,15108.0,0.0,C777096170,117396.89,1121840.1,0,0
331,CASH_OUT,96926.22,C395759706,0.0,0.0,C1533100711,351349.58,448275.8,0,0
323,CASH_OUT,15708.95,C413583375,0.0,0.0,C2041798648,102406.02,118114.97,0,0
380,CASH_OUT,263115.87,C1042122657,51538.0,0.0,C769343378,2201988.2,2465104.07,0,0
732,CASH_OUT,1157971.07,C1123625591,1157971.07,0.0,C355172230,2974237.06,4132208.13,1,0
94,CASH_OUT,52783.09,C686879983,0.0,0.0,C1149181057,1841365.57,1894148.66,0,0
681,CASH_OUT,278110.75,C69570433,0.0,0.0,C671168391,794996.69,1073107.44,0,0
259,CASH_OUT,42841.99,C1767394514,186075.0,143233.01,C1470583868,0.0,42841.99,0,0
185,TRANSFER,808812.5,C1655100346,6433.0,0.0,C495822416,0.0,808812.5,0,0
34,CASH_OUT,153465.48,C170645059,0.0,0.0,C1942915798,3029201.38,3182666.86,0,0
355,CASH_OUT,91089.78,C2086153483,31204.0,0.0,C1075635045,110366.73,201456.51,0,0
212,CASH_OUT,80477.92,C1699879897,103990.0,23512.08,C1729149520,520461.61,600939.53,0,0
573,TRANSFER,54203.32,C697698561,0.0,0.0,C1938472027,263233.68,317437.0,0,0
233,CASH_OUT,207093.77,C737909223,45795.0,0.0,C208406669,148632.38,355726.15,0,0
137,CASH_OUT,73262.27,C1248306034,0.0,0.0,C1361765075,475907.61,549169.88,0,0
259,CASH_OUT,158009.99,C1968205352,570.0,0.0,C350923666,4793565.23,4951575.22,0,0
231,CASH_OUT,206206.21,C789413298,0.0,0.0,C826216712,1849432.54,2055638.74,0,0
10,TRANSFER,390214.16,C1455164902,0.0,0.0,C813433999,1878299.51,2184453.79,0,0
521,TRANSFER,98086.09,C1471407934,98086.09,0.0,C1180721612,0.0,0.0,1,0
371,CASH_OUT,103372.73,C1565873388,49188.0,0.0,C1540666826,0.0,103372.73,0,0
43,CASH_OUT,144293.31,C1645412656,0.0,0.0,C1911355802,1035842.56,1180135.87,0,0
394,CASH_OUT,492900.37,C73674266,30788.0,0.0,C429188043,0.0,492900.37,0,0
131,TRANSFER,1143012.92,C1444726331,185.0,0.0,C580603649,0.0,1143012.92,0,0
133,CASH_OUT,126190.19,C459847356,0.0,0.0,C1749493494,1889985.8,2016175.98,0,0
275,CASH_OUT,35050.21,C1179781735,199018.0,163967.79,C373136460,967935.55,1002985.77,0,0
206,CASH_OUT,146788.29,C759346024,626.0,0.0,C567089592,2060566.85,2207355.15,0,0
180,CASH_OUT,196504.79,C1577727486,0.0,0.0,C120448706,700057.11,1152133.82,0,0
400,CASH_OUT,235484.21,C378594080,29992.0,0.0,C1250982165,193.0,235677.21,0,0
404,CASH_OUT,21001.02,C1559608537,0.0,0.0,C637619103,3767001.03,3788002.06,0,0
183,CASH_OUT,1503297.45,C841492640,1503297.45,0.0,C820061836,2521233.1,4024530.55,1,0
191,CASH_OUT,22033.32,C396634717,15201.79,0.0,C1953080720,113394.62,135427.93,0,0
36,TRANSFER,775507.67,C983887613,0.0,0.0,C1609300247,1288921.0,2064428.68,0,0
89,CASH_OUT,268230.43,C810552146,268230.43,0.0,C400913352,0.0,268230.43,1,0
641,CASH_OUT,2666139.51,C1114344238,2666139.51,0.0,C1868182822,1193425.04,3859564.55,1,0
232,CASH_OUT,121981.85,C1839193695,2387.0,0.0,C648531433,11684.13,133665.98,0,0
304,CASH_OUT,71001.09,C346189179,0.0,0.0,C114059172,3347906.4,3418907.49,0,0
692,CASH_OUT,145618.61,C972882994,0.0,0.0,C759726895,525167.56,670786.16,0,0
38,CASH_OUT,147607.74,C1531558989,101028.0,0.0,C2009051712,491351.7,638959.44,0,0
151,TRANSFER,338229.88,C1915521741,338229.88,0.0,C1011899331,0.0,0.0,1,0
373,CASH_OUT,445934.55,C1734899145,21833.0,0.0,C848082088,500771.46,1685059.23,0,0
261,CASH_OUT,351394.59,C623689175,0.0,0.0,C1125879586,555223.66,906618.25,0,0
209,CASH_OUT,57359.21,C1273085121,10348.0,0.0,C643640886,191693.2,249052.41,0,0
356,TRANSFER,230692.1,C326245744,0.0,0.0,C1625126059,3512702.72,3743394.82,0,0
